사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
43922,분당선,1862,죽전,1046,1,3774,799,11940,5800,33560,11796,29287,17867,16718,15482,10994,16842,11104,11844,12172,12119,13124,14564,13177,13745,14395,14703,16294,17030,20953,22721,25465,36474,17087,34045,21129,20442,10042,16611,7234,16826,2784,11866,43,5824,0,0,0,0,0,0
43922,분당선,1863,구성,29,0,1972,520,5747,2615,16230,3669,15689,7438,8061,2857,5218,2538,4479,2725,4641,2826,4678,3340,4252,3786,4250,4394,4253,5857,6063,7676,6563,13792,3222,13449,2649,8087,2017,6511,1348,6755,522,4445,41,1068,0,0,0,0,0,0
43922,분당선,1864,신갈,54,1,2177,302,6182,1805,14626,1619,15199,4357,8329,2050,5092,2125,4766,2226,4492,2634,4945,3391,4177,4060,3849,4688,4620,4811,4505,6953,4046,13134,1820,11745,1303,7744,1224,6511,927,6036,424,4201,30,886,0,0,0,0,0,0
43922,분당선,1865,기흥,109,1,4483,505,10916,3766,28102,6140,29881,9884,14593,5626,9406,4759,8286,5282,8691,5828,8824,6768,8220,7167,8357,8440,9490,9475,12342,15111,14784,26957,8173,26289,6635,16940,6338,12719,4628,10986,1988,9407,298,2096,1,1,0,0,0,0
43922,분당선,1866,상갈,36,0,2245,365,7062,2387,15239,5594,15185,8124,8274,3882,5815,2860,4928,2995,5330,3605,5338,3808,4672,3882,4541,4377,5447,5525,8252,8240,9299,13034,4939,12127,3327,8697,3051,7156,1584,6787,508,4667,65,1017,0,0,0,0,0,0
43922,분당선,1867,청명,29,1,1805,699,5092,1189,13093,4098,12945,5947,5889,2506,3328,1896,3494,1811,3527,2470,3424,3054,3193,2681,3258,2966,4252,4354,5116,5522,6330,9974,3243,9840,2217,5984,1758,5394,1570,4680,626,3274,86,943,0,0,0,0,0,0
43922,분당선,1868,영통,74,0,1631,1084,5852,3161,12692,6095,12381,16407,7925,11095,6184,6666,6487,6460,7170,7756,8395,8708,8564,8333,8985,8629,10931,9970,14182,11738,18094,18361,10009,16650,9153,9759,9598,8964,9924,8111,3954,5274,491,1726,0,0,0,0,0,0
43922,분당선,1869,망포,78,1,3962,1970,13992,6824,36431,17170,33522,31867,15784,12400,9556,6503,9694,6317,10855,6848,10868,7523,10007,8397,10529,10014,13986,11693,22908,15510,34269,31402,17111,33080,11875,20832,10431,16179,8259,14589,3320,8443,357,2739,0,0,0,0,0,0
43922,분당선,1870,매탄권선,107,3,2122,605,6440,1300,13973,2926,13354,5982,6544,3158,3875,1877,3930,2084,4193,2381,4274,2468,3778,3392,3938,3655,4426,4158,6126,6872,6698,12304,3676,11481,2568,7649,2465,6534,1908,5762,659,3825,97,999,0,0,0,0,0,0
43922,분당선,1871,수원시청,422,3,4694,1144,8706,4340,19611,10888,18054,32661,9942,21290,7689,10396,8850,9983,11086,10208,10801,12428,11184,12126,12923,12200,16640,11659,19844,19775,28446,30030,15328,30261,13104,17280,14677,14082,12553,10352,5459,7934,500,2277,0,0,0,0,0,0
43922,분당선,1872,매교,316,0,1893,358,2974,1095,6130,2014,6641,4325,3199,2205,2119,1882,1997,1827,2041,1971,2132,2323,2035,2131,1964,2412,2499,3053,3293,4083,3665,5971,1864,4182,1190,2660,938,2627,644,1984,202,1383,32,425,0,0,0,0,0,0
43922,일산선,1948,원흥,158,3,4632,542,11640,5454,29293,5776,30697,9309,17058,7218,10676,5480,9535,5372,9870,6292,10002,7426,8847,7958,9332,9652,10284,10889,11883,15383,12365,23618,6345,25518,4763,14230,4220,12875,3511,11704,1286,6912,18,437,0,0,0,0,0,0
43922,일산선,1949,지축,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43922,일산선,1950,삼송,543,3,5984,1372,21576,12113,58201,11151,60051,19134,31006,12485,20193,13667,17543,13220,17616,14643,17853,15995,16565,17051,17261,20052,20755,22914,24439,28178,25068,52562,15637,47156,12576,29358,13647,23413,6194,20956,2105,10434,6,806,0,0,0,0,0,0
43922,일산선,1951,원당,187,0,7705,913,17552,5419,37120,6219,37061,11072,20926,7840,15013,7457,12912,8266,13484,9445,13570,9630,12363,10365,11434,13173,12229,15229,13687,20880,13389,29441,7615,31696,5284,17730,4269,16927,2897,14995,904,8755,1,27,0,0,0,0,0,0
43922,일산선,1952,화정,84,3,8741,1238,20859,6052,44095,9399,44953,22328,26302,16456,19788,14057,19060,15754,20460,17440,20931,18223,20272,20749,20285,25651,20533,25173,23078,33960,24564,50252,14789,43986,12292,27006,12716,22978,10558,19881,4056,11049,0,1,0,0,0,0,0,0
43922,일산선,1953,대곡,7,0,479,199,2062,972,5892,1547,4826,2623,2754,1624,1867,1587,1657,1661,1772,1655,1950,1453,1954,1561,2070,1480,2282,1638,2916,2021,4629,3439,1906,3050,1011,1796,929,1445,647,1354,350,1440,12,357,0,0,0,0,0,0
43922,일산선,1954,백석,37,2,3389,2184,8308,5185,18461,10342,19733,22531,12765,12803,11302,11054,11719,9638,12150,11367,12474,12043,12824,12502,14885,13058,14404,13320,17853,16148,22254,21324,12132,22152,8881,12748,9328,10144,7396,8868,2540,5567,0,7,0,0,0,0,0,0
43922,일산선,1955,마두,14,1,2417,1245,7466,4110,13092,6685,12066,18950,8744,12091,8116,8410,8822,8173,8847,7338,9490,9652,9843,9501,11471,9291,11235,9071,12243,10494,15907,13467,7194,14020,5133,8297,4848,6402,3984,5776,1001,4146,0,4,0,0,0,0,0,0
43922,일산선,1956,정발산,27,0,1856,993,4214,2862,7215,5335,8038,16360,6028,15169,5497,9255,6675,9587,7571,9339,9012,12877,10392,12020,12064,10851,12682,10692,15827,11597,20428,15336,11896,13147,12410,8054,8939,5708,7782,3968,2485,3334,3,5,0,0,0,0,0,0
43922,일산선,1957,주엽,64,1,3908,1013,12568,4073,20920,6437,19537,11113,11804,9470,9904,9028,10442,8367,10435,8056,10001,10700,9963,10047,10858,11011,11248,11857,12208,13350,11701,20123,6919,20337,6116,12307,4329,9321,4514,7402,821,6192,7,355,0,0,0,0,0,0
43922,일산선,1958,대화,97,0,5595,1331,21005,4861,50769,10783,37450,15060,21290,9618,15580,8170,14541,7675,13907,8535,13541,9757,12842,9771,13119,11538,13106,11220,15795,16824,16922,23819,9252,28428,7324,18428,5857,14220,4309,14493,1238,6887,16,2811,0,0,0,0,0,0
43922,중앙선,1015,회기,510,17,9669,2924,17430,10160,45392,22054,55226,34649,35925,23690,26027,20711,25717,18349,28053,20300,27680,24756,28818,25275,30707,26586,32218,27764,41804,39006,37713,56773,23543,49148,18728,30329,19237,29511,17591,27519,8869,17995,418,4369,0,0,0,0,0,0
43922,중앙선,1201,중랑,117,1,5472,515,7636,2059,18536,2662,19159,5326,10831,3651,7838,3634,7056,3724,6590,4342,6585,4776,6205,5857,5679,8090,5588,8417,5588,11726,6279,18404,4406,13658,3000,10194,2506,8178,1836,6184,829,4000,74,919,0,0,0,0,0,0
43922,중앙선,1202,상봉(시외버스터미널),435,6,5932,740,7354,2012,17960,3608,20037,6714,11965,5525,7877,3825,6410,4238,6897,4865,6571,5750,6492,5816,5959,7741,6299,8100,7923,11757,8620,19542,5429,17562,3733,10320,3791,7600,3287,7816,1260,5008,95,1821,0,0,0,0,0,0
43922,중앙선,1203,망우,213,6,6667,718,10443,2831,23755,4819,21338,11081,12662,6144,9964,5626,8656,6311,9097,6674,9317,8013,8711,8492,8070,10540,8926,12009,9928,15912,10300,23459,7228,17400,4448,11460,4173,8058,2783,7552,1231,4974,76,1101,0,0,0,0,0,0
43922,중앙선,1204,양원,28,0,1192,332,1764,2014,4398,2338,3404,3054,2213,1429,1766,1608,1591,1422,1669,1256,1637,1869,1756,1734,2084,1878,3063,1858,2766,2469,2017,3277,1168,2831,679,1973,339,1136,335,1274,130,702,16,155,0,0,0,0,0,0
43922,중앙선,1205,구리,615,10,7822,1677,15837,6184,47744,8587,41443,16769,21097,15100,15328,11612,14893,11197,15662,9858,15093,15243,13995,13318,14506,15168,16135,19050,18385,24497,19504,43546,11646,39680,10810,23086,6737,17203,6292,16341,2143,11855,143,2215,0,0,0,0,0,0
43922,중앙선,1206,도농,645,6,5613,1029,14684,4076,41001,6130,33934,9092,16333,5902,11710,4659,10514,5210,9947,5638,9929,6589,8707,8103,8206,8288,9820,12555,10106,15017,10520,26700,5726,28565,3777,15670,3042,12794,2286,11201,976,8751,111,2707,0,0,0,0,0,0
43922,중앙선,1207,양정,151,0,376,117,654,765,1842,2196,1329,3251,921,1632,841,1163,959,1145,991,821,1156,895,1222,716,1423,674,1804,729,2786,1128,3181,1177,1189,1193,570,609,484,523,202,450,69,298,14,131,0,0,0,0,0,0
43922,중앙선,1208,덕소,1043,3,2896,548,8173,1839,18830,3439,17919,6344,10186,4885,7985,4468,7052,4654,6921,6135,7614,5008,6694,5658,6722,7108,6935,7777,6843,9891,6782,17421,3998,17468,3071,9966,2655,6754,1979,6968,875,6002,158,1989,0,1,0,0,0,0
43922,중앙선,1209,도심,0,0,1230,383,4527,807,11448,1374,7988,4576,4337,1970,2996,1630,2393,1854,2735,1885,2933,1595,2281,1841,2427,2562,2751,2063,3606,3654,3110,4045,1595,6589,1156,3349,883,2238,810,2924,311,1860,109,580,0,0,0,0,0,0
43922,중앙선,1210,팔당,0,0,179,52,390,490,1178,967,1177,1876,1007,4972,1049,3833,1152,3759,1173,3070,1616,1902,2301,2201,3199,1991,3514,1880,3852,1688,3102,1439,2423,1345,1884,570,1512,475,547,438,146,163,21,77,0,0,0,0,0,0
43922,중앙선,1211,운길산,0,0,146,92,660,505,1078,831,1199,1738,841,3968,769,4335,1048,3847,1333,2874,2200,1737,3225,1893,4474,1154,4439,987,4141,855,2594,877,1259,1047,812,542,447,455,158,512,45,379,2,88,0,0,0,0,0,0
43922,중앙선,1212,양수,0,0,689,155,1468,973,4631,1773,2899,3058,2502,3656,2394,4247,2493,3204,2383,3224,3112,3195,3564,3177,4374,2429,4893,2758,4451,2962,3861,2897,1988,3249,1758,2832,807,1837,509,1825,228,797,17,438,0,0,0,0,0,0
43922,중앙선,1213,신원,0,0,61,10,154,103,326,446,279,350,234,764,209,1017,273,802,384,453,544,330,796,286,1187,271,1100,223,984,196,761,269,285,204,110,145,40,143,28,89,17,46,2,23,0,0,0,0,0,0
43922,중앙선,1214,국수,0,0,466,32,870,271,1465,442,1352,1180,1435,1618,967,1730,1052,1617,1030,1084,1486,985,1447,1001,1745,951,1775,1046,1478,1120,926,1271,606,1256,407,995,266,1043,95,625,69,548,13,205,0,0,0,0,0,0
43922,중앙선,1215,아신,6,2,299,22,562,179,1499,478,1090,1028,873,996,733,1168,835,981,808,780,878,846,1105,803,1069,764,1380,634,1302,1135,947,1062,619,1013,423,535,237,960,107,614,67,427,4,212,0,0,0,0,0,0
43922,중앙선,1216,오빈,1,0,121,5,326,283,648,202,621,536,582,351,448,519,364,568,445,442,551,351,488,364,561,403,649,418,640,661,526,573,225,429,175,216,115,380,33,358,23,172,1,93,0,0,0,0,0,0
43922,중앙선,1217,양평,42,5,1056,67,2238,1363,5302,2329,3497,5075,3282,3729,4006,4331,3389,5207,3925,4606,4359,3627,4759,4705,5175,4348,4824,3731,5375,4445,5421,3948,2621,4151,2290,3634,1935,2224,1359,2097,700,2208,97,787,0,0,0,0,0,0
43922,중앙선,1218,원덕,20,5,245,3,339,98,619,273,659,674,626,826,554,1322,436,1386,514,837,626,382,871,602,1197,489,1371,526,1089,697,805,558,354,530,162,291,85,377,23,224,17,176,2,92,0,0,0,0,0,0
43922,중앙선,1219,용문,175,2,528,5,1378,472,2613,1592,2665,3620,1985,2570,2593,4126,2173,6965,3527,5672,4226,4342,5194,4333,6416,2307,5893,3497,4809,2857,3279,2293,1955,2310,1012,1921,739,1223,282,1222,102,1052,1,641,0,1,0,0,0,0
43922,중앙선,1220,지평,0,0,0,0,1,0,251,82,106,155,0,0,233,525,0,5,0,0,0,0,0,0,16,0,510,316,6,1,23,39,144,120,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43922,장항선,1401,봉명,92,3,748,291,1348,589,1721,2736,1412,2340,1712,1788,1771,1583,2014,1120,1555,1091,1212,1588,1699,1109,1803,1177,1455,883,2107,1275,1325,1640,699,1136,493,874,431,743,374,701,374,485,3,75,0,0,0,0,0,0
43922,장항선,1402,쌍용(나사렛대),97,1,1489,215,2617,547,5268,1265,3813,2142,2029,1786,1818,1290,1776,1418,2202,1718,1825,1657,1974,1508,1894,2032,1799,1603,2410,3452,2552,4131,1652,3667,1405,2449,1134,1940,758,1458,605,1413,10,213,0,0,0,0,0,0
43922,장항선,1403,아산,12,0,641,439,1395,1590,4049,3627,3156,3192,2056,2943,1834,2507,2236,1809,2706,3211,2524,2961,2750,2273,3760,2846,3042,2374,3723,4007,5558,4100,4359,3877,2891,2511,2890,2334,1803,1347,1340,1071,50,161,0,0,0,0,0,0
43922,장항선,1405,배방,46,0,669,137,1067,633,1652,907,1538,1222,1125,740,844,826,1011,670,1241,1129,1126,1049,1205,841,1234,1099,1087,1434,1758,1499,2004,1556,1339,1974,732,1365,719,1227,437,804,392,778,22,64,0,0,0,0,0,0
43922,장항선,1407,온양온천,385,2,1550,565,2816,1775,4838,3043,5261,6215,5191,3584,3807,5703,5276,5681,5059,6359,5966,4957,6490,4352,5457,4994,5017,4907,5177,4894,6220,5291,3112,5425,2271,3752,2057,3442,1152,2327,770,1863,85,358,0,0,0,0,0,0
43922,장항선,1408,신창(순천향대),179,0,379,101,793,283,1634,1396,907,2054,1257,867,1175,1161,1191,1176,1437,1492,1438,1092,2059,1255,1661,1345,1965,1311,3172,1690,1876,1533,1050,1791,924,1363,841,1268,495,1316,303,809,16,180,0,0,0,0,0,0
43922,경의선,1251,서울역,2,1,699,6,722,4722,1722,16645,2066,30553,1117,14466,998,4296,1244,3199,1725,2706,1976,3963,2427,1992,2696,2332,5048,1838,13924,4525,20788,3474,10088,2409,5554,2071,2897,683,686,73,1289,876,0,73,0,0,0,0,0,0
43922,경의선,1252,신촌,0,0,156,5,260,746,406,2831,402,4850,342,1779,431,1239,479,899,615,1282,479,903,618,711,779,641,1233,526,2752,1122,2715,1186,1140,915,988,579,916,240,881,81,351,254,1,41,0,0,0,0,0,0
43922,경의선,1261,효창공원앞,6,0,514,266,1406,1511,3388,3695,5138,13741,3824,7706,2187,2868,2065,2505,2266,2277,2473,2192,2395,2555,2748,2490,3343,2905,5204,3701,11372,5767,5566,4581,2964,3324,2204,2775,1799,2768,753,1658,50,439,0,0,0,0,0,0
43922,경의선,1262,공덕,30,0,385,140,1566,1361,3676,5681,3580,15087,2789,7603,2174,2603,2312,2299,2596,2186,2991,2158,3067,2619,3418,2353,4193,2812,7017,3848,13652,4925,5966,3933,4431,2263,4413,2158,3911,1626,1795,1046,120,334,0,0,0,0,0,0
43922,경의선,1263,서강대,1,1,440,88,1301,1009,2263,2491,2771,5357,2195,4529,1582,2425,1716,2293,1945,2019,1981,2249,2099,2547,2503,2166,3058,2610,4219,3095,4836,3177,2948,2653,2696,1525,2676,1528,3005,1138,1120,887,100,180,0,0,0,0,0,0
43922,경의선,1264,홍대입구,9,0,348,74,680,553,1168,1623,1253,4371,925,3343,753,2006,778,2223,1057,2675,1286,2960,1547,3244,1659,2643,2339,3049,3526,3798,5116,4264,3865,3239,3333,1571,3849,1352,4729,1066,2136,884,138,296,0,0,0,0,0,0
43922,경의선,1265,가좌,0,0,1876,242,6197,2172,15366,2991,18574,6250,8903,4951,5996,4078,5487,3690,5718,4433,5370,5234,5483,5635,5403,6186,5909,7456,6355,8956,7146,12964,4356,12177,3102,7042,2561,4829,2008,4431,791,3349,28,657,0,0,0,0,0,0
43922,경의선,1266,디지털미디어시티,0,0,824,368,1759,1555,7067,1750,6742,3092,3160,2235,2195,1480,2179,1420,2312,1660,2238,1902,2297,1917,2331,2244,2906,2498,3941,3727,4012,6818,2480,5791,1526,3119,1401,2463,1116,2688,645,1777,46,385,0,0,0,0,0,0
43922,경의선,1267,수색,0,0,520,199,1141,2698,2147,4123,2273,13228,1853,7351,1463,2879,1504,1675,1584,1670,1620,2298,1760,1723,2105,1847,3283,1633,6404,2603,10353,1815,4845,1840,2449,1075,1863,822,1452,925,528,533,23,154,0,0,0,0,0,0
43922,경의선,1268,화전,1,0,531,343,947,821,2529,1523,2780,3628,1944,2225,1389,1589,1486,1638,1906,1610,1985,1998,2209,1689,2171,1742,2435,1681,3458,2009,3882,2281,1882,2219,1286,1453,1032,1365,770,1467,460,1029,34,447,0,0,0,0,0,0
43922,경의선,1269,강매,0,0,1477,272,4793,904,13869,997,13154,2537,5486,1343,3382,1030,2843,1289,3109,1549,2785,1677,2652,1975,2159,2348,2264,3402,2463,4841,2800,8464,1236,8728,845,5096,867,3824,474,3907,216,2500,10,828,0,0,0,0,0,0
43922,경의선,1270,행신,0,0,2659,682,9995,3673,31805,3588,26219,7569,11196,5059,7367,3357,7609,4220,7242,4801,7148,5571,6161,5618,5819,6490,7715,8355,9375,13266,8859,30109,5077,23777,5179,11770,3750,10187,3621,9073,1539,5828,299,1884,0,0,0,0,0,0
43922,경의선,1271,능곡,3,0,1889,324,5014,1801,13012,2422,12391,4349,6755,2679,4657,2737,4090,2709,4106,3177,4353,3246,3880,3485,3446,4013,4021,4571,4422,6561,4613,9398,2703,8487,2069,5132,1491,4572,1049,4175,495,2928,57,1275,0,0,0,0,0,0
43922,경의선,1272,곡산,0,0,135,139,484,534,1306,1232,1137,2234,698,694,509,579,469,567,481,567,565,483,653,641,1017,488,874,625,1265,720,1665,1260,587,873,330,708,292,470,183,331,96,247,5,59,0,0,0,0,0,0
43922,경의선,1273,백마,4,1,2888,1170,12133,2454,27683,5807,19890,9490,9333,4696,6400,3486,6298,2983,7063,3971,6456,4684,5828,4973,6203,5191,6962,6604,8263,8670,9482,20411,4346,19287,3128,11386,3163,9588,2685,7683,904,6464,79,1297,0,0,0,0,0,0
43922,경의선,1274,풍산,2,0,2595,394,7972,1713,19202,3283,14671,5414,8415,4301,5473,3536,5533,3729,5747,4298,5851,4785,5443,4485,5611,5218,6071,5920,6075,8332,6957,14512,3898,12469,3203,9564,3607,7515,2005,5920,735,5136,98,1123,0,0,0,0,0,0
43922,경의선,1275,일산,5,0,4976,830,16707,3711,39893,5208,25808,8844,12891,5380,9080,4853,8980,5433,9481,6352,9054,7167,8748,8686,8281,8149,9851,10949,8455,14246,9882,27688,5442,29472,4171,14735,3617,14082,3178,10460,1079,7269,200,2371,0,0,0,0,0,0
43922,경의선,1276,탄현,44,1,3920,511,14154,2690,32670,5271,19709,7411,10586,4838,8102,3589,7772,3999,7591,4734,7105,4971,7090,5657,7335,6742,7351,7942,7740,12309,9150,22325,5028,25245,4051,14137,3845,10388,3082,9327,1235,5331,202,3339,0,0,0,0,0,0
43922,경의선,1277,야당,14,1,3170,209,9962,2336,18596,4292,14966,6006,7818,4886,6150,3338,5782,3750,6090,4357,5533,4803,5532,5087,5817,6222,6495,6015,7538,10646,7458,16726,5059,15329,4290,10295,4219,7950,4073,6936,1758,3967,316,2274,0,0,0,0,0,0
43922,경의선,1278,운정,18,0,2293,251,11800,3036,21915,4921,17712,8186,7918,3750,6362,3368,5521,3503,5995,3673,5654,4600,5194,4424,5702,5518,7049,6537,7945,8493,8175,15609,3841,16006,2937,8943,2513,8895,1751,6833,536,3612,81,1822,0,0,0,0,0,0
43922,경의선,1279,금릉,35,0,2425,296,6494,2041,13875,3767,8873,8318,5895,4253,4946,3640,5117,2984,5265,3108,4992,4118,4710,4193,4940,4832,5505,5832,6809,7010,8253,11166,3741,11829,3332,6073,2628,5288,2438,5267,909,3409,122,1800,0,0,0,0,0,0
43922,경의선,1280,금촌,55,0,2977,270,8160,3535,15398,8169,13185,12637,8433,7401,7348,5969,7802,5832,7630,6532,8125,7157,7486,6896,7931,7790,8767,9046,10530,9597,13068,13096,6604,13260,4906,7513,3697,7159,2527,5281,846,4082,181,1859,0,0,0,0,0,0
43922,경의선,1282,월롱,18,0,413,9,629,2616,1589,7517,2058,8306,1429,1963,1379,1818,1578,1281,1971,1825,2230,1380,1847,1493,2829,1268,2808,1629,6776,1776,11314,2074,3689,1956,2880,1799,1509,2069,794,1602,234,1412,17,491,0,0,0,0,0,0
43922,경의선,1283,파주,28,1,666,4,1053,566,2134,1769,2163,3312,1400,1083,1084,1232,1182,973,1315,1039,1424,883,1337,827,1765,952,1732,1029,2171,1009,3673,1060,949,1083,691,935,629,718,256,745,63,585,8,228,0,0,0,0,0,0
43922,경의선,1284,문산,746,3,2543,8,7072,2211,12994,6527,10247,12046,7129,5245,6189,5504,5763,5502,6884,6582,7043,5560,7226,4805,7383,8157,7673,6677,9721,7550,9963,10819,4620,8976,3437,7653,2772,5579,1649,4180,428,4334,0,2436,0,0,0,0,0,0
43922,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,18,178,140,539,6,10,3,4,6,3,6,7,277,316,254,40,549,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43922,경의선,1291,서울역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43922,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43922,경의선,1296,계양,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43922,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43922,경춘선,1311,신내,16,0,508,595,1362,2763,3792,1819,3923,2709,2087,1030,1517,950,1366,991,1411,1168,1398,1177,1450,1509,1470,1544,2091,1938,2899,2541,2172,3527,1203,2963,695,1433,597,1324,554,1015,309,715,0,82,0,0,0,0,0,0
43922,경춘선,1312,갈매,7,1,1320,305,3348,1284,14065,2125,8303,3646,5139,1961,2817,2279,2339,1614,2636,1649,2596,2038,2456,2510,2326,2896,2931,2333,2876,4462,3962,8174,2169,7608,1740,4582,2060,2350,1266,2815,681,1570,9,519,0,0,0,0,0,0
43922,경춘선,1313,별내,6,1,872,1054,1725,3857,6671,3136,6318,4552,3862,2455,2833,2144,2437,2251,2481,2254,2438,2089,2545,2664,3043,3028,4196,2885,5345,4369,4302,5660,2428,5601,1837,3233,1726,2027,1575,1926,986,1242,32,266,0,0,0,0,0,0
43922,경춘선,1314,퇴계원,6,1,2293,574,4680,1365,15837,3136,11399,3788,6917,1954,4368,2039,3644,2285,3960,2386,3766,2556,3219,2896,3411,3768,3298,4618,3887,6745,4753,10669,2479,9142,1618,6462,1373,3899,1065,4398,434,2461,31,849,0,0,0,0,0,0
43922,경춘선,1315,사릉,20,0,1797,647,4862,2000,13990,4369,11036,5382,5217,2519,3905,2274,3326,2125,3459,1869,3462,2176,2972,2397,3029,2218,2911,4280,4618,4771,5924,9546,2828,10197,1485,4744,1271,4556,801,4127,288,2330,29,691,0,0,0,0,0,0
43922,경춘선,1316,금곡,2,0,1157,262,2031,979,4270,1785,4065,3381,2432,1515,2229,1376,1749,1223,1819,1400,1759,1400,1621,1619,1826,1481,1728,2084,2043,2418,3072,3227,1068,3387,637,1545,512,1521,478,1224,220,924,16,202,0,0,0,0,0,0
43922,경춘선,1317,평내호평,459,1,4661,1173,7150,2468,21169,3910,14285,7488,7825,5405,6859,4497,5730,3693,6548,4859,5847,4937,5664,6375,5996,5680,6414,6562,7410,10687,7389,14036,4362,17907,3367,7972,3449,7393,2803,5453,1464,5016,57,1769,0,0,0,0,0,0
43922,경춘선,1318,천마산,4,0,852,255,2610,514,5832,1587,4064,1327,3402,1766,2536,1687,2031,1393,2225,1688,2048,1562,2053,1780,1761,2193,1905,2225,1822,2727,1865,3906,846,3785,635,2881,476,2155,301,1345,122,1007,4,251,0,0,0,0,0,0
43922,경춘선,1319,마석,24,1,1222,378,4910,2531,11845,4907,7410,5930,5768,4765,4870,3834,4323,3150,5008,3105,4124,3847,4251,4406,4338,4462,5232,3748,5342,5789,6493,6966,3055,9804,2407,5268,1923,4139,1275,3486,565,1749,32,732,0,0,0,0,0,0
43922,경춘선,1320,대성리,0,0,95,43,382,256,821,666,620,1324,697,828,733,1715,935,1417,948,1330,1045,1217,1371,1238,1712,787,2069,1096,1942,874,1617,740,651,539,386,406,183,334,100,396,64,151,1,11,0,0,0,0,0,0
43922,경춘선,1321,청평,2,0,870,149,1695,653,2331,1907,2779,3196,2438,2580,2238,3161,2960,2121,2597,2443,2364,2252,2823,2486,2873,2198,3117,2736,3489,2811,2942,2726,1466,2837,964,1631,663,1602,430,1180,130,645,4,187,0,0,0,0,0,0
43922,경춘선,1322,상천,0,0,73,49,214,181,440,330,511,1000,421,1239,410,2033,546,1233,557,791,799,469,1293,430,1559,461,1923,416,1353,265,823,437,325,305,111,173,85,159,60,128,22,103,1,34,0,0,0,0,0,0
43922,경춘선,1323,가평,0,0,554,137,1193,1102,1918,2402,2429,4132,1897,3393,2136,2422,2671,2455,1994,3201,2050,2274,2730,2747,2919,2578,3831,1806,3865,2065,3510,2511,1692,2025,1494,1327,1028,1094,594,967,256,618,17,220,0,0,0,0,0,0
43922,경춘선,1324,굴봉산,0,0,43,3,34,76,99,184,113,657,169,897,151,1518,219,825,353,456,516,282,833,224,1107,213,849,149,705,120,318,138,138,123,64,87,25,37,7,35,2,27,0,12,0,0,0,0,0,0
43922,경춘선,1325,백양리,0,0,1,22,15,92,45,136,99,526,62,185,78,529,130,475,206,211,312,188,378,150,489,122,370,89,469,64,260,63,102,34,50,36,33,46,16,35,10,23,4,4,0,0,0,0,0,0
43922,경춘선,1326,강촌,0,0,53,14,130,144,200,332,402,1297,309,1522,315,2178,444,1701,549,1081,787,839,1312,663,1761,636,2055,475,1944,341,1479,501,780,343,375,219,217,197,104,177,54,181,6,25,0,0,0,0,0,0
43922,경춘선,1327,김유정,3,0,70,16,120,60,328,349,273,534,208,895,244,1180,289,1341,391,938,617,733,766,622,1413,580,1227,393,1146,364,748,399,295,291,163,162,88,125,33,111,21,62,16,24,0,0,0,0,0,0
43922,경춘선,1328,남춘천,364,0,1157,8,2971,569,2700,1715,3326,2479,3468,2641,3068,2296,2910,4063,2951,4987,3628,2973,4218,3924,3857,3533,3748,3355,4072,4933,3353,2768,2511,6253,2461,2971,1722,1840,1088,2338,344,1736,7,876,0,0,0,0,0,0
